[ 2012-03-25T00:00:20+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --START--
[ 2012-03-25T10:28:07+08:00 ] /www/read/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.004648s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin | INFO: Tag[ route_check ] --START--
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin | INFO: Run CheckRoute Behavior [ RunTime:0.001903s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin | INFO: Tag[ route_check ] --END-- [ RunTime:0.002054s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000851s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000950s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Tag[ route_check ] --START--
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Run CheckRoute Behavior [ RunTime:0.001247s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001398s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000855s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000962s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Tag[ view_template ] --START--
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Run LocationTemplate Behavior [ RunTime:0.001950s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002049s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Run ParseTemplate Behavior [ RunTime:0.027169s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.027278s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Run ContentReplace Behavior [ RunTime:0.000626s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Run TokenBuild Behavior [ RunTime:0.000719s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000461s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000695s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002741s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Tag[ view_end ] --START--
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.003552s ]
[ 2012-03-25T10:28:16+08:00 ] /www/read/admin/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.003657s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author | INFO: Tag[ route_check ] --START--
[ 2012-03-25T10:28:26+08:00 ] /www/read/author | INFO: Run CheckRoute Behavior [ RunTime:0.001234s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author | INFO: Tag[ route_check ] --END-- [ RunTime:0.001376s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T10:28:26+08:00 ] /www/read/author | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000865s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000971s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Tag[ route_check ] --START--
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Run CheckRoute Behavior [ RunTime:0.001235s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001384s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000823s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000940s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Tag[ view_template ] --START--
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Run LocationTemplate Behavior [ RunTime:0.001447s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.001542s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Run ParseTemplate Behavior [ RunTime:0.017235s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017341s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Run ContentReplace Behavior [ RunTime:0.000655s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Run TokenBuild Behavior [ RunTime:0.000734s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000452s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000711s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002796s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Tag[ view_end ] --START--
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.003523s ]
[ 2012-03-25T10:28:26+08:00 ] /www/read/author/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.003730s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/Author/check | INFO: Tag[ route_check ] --START--
[ 2012-03-25T10:28:35+08:00 ] /www/read/Author/check | INFO: Run CheckRoute Behavior [ RunTime:0.001251s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/Author/check | INFO: Tag[ route_check ] --END-- [ RunTime:0.001390s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/Author/check | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T10:28:35+08:00 ] /www/read/Author/check | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000858s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/Author/check | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000961s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/Author/check | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.009090s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/Author/check | SQL: SELECT `id` FROM `user` WHERE ( `userName` = 'author' ) AND ( `userPass` = 'author' ) AND ( `state` = 1 ) AND ( `userType` = 1 ) LIMIT 1   [ RunTime:0.125720s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Tag[ route_check ] --START--
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Run CheckRoute Behavior [ RunTime:0.001246s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Tag[ route_check ] --END-- [ RunTime:0.001387s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000904s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001010s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Tag[ view_template ] --START--
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Run LocationTemplate Behavior [ RunTime:0.001470s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Tag[ view_template ] --END-- [ RunTime:0.001581s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Run ParseTemplate Behavior [ RunTime:0.027147s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Tag[ view_parse ] --END-- [ RunTime:0.027254s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Run ContentReplace Behavior [ RunTime:0.000642s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Run TokenBuild Behavior [ RunTime:0.000644s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000731s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Run ShowRuntime Behavior [ RunTime:0.000810s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003093s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Tag[ view_end ] --START--
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Run ShowPageTrace Behavior [ RunTime:0.003268s ]
[ 2012-03-25T10:28:35+08:00 ] /www/read/author | INFO: Tag[ view_end ] --END-- [ RunTime:0.003364s ]
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --START--
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Run CheckRoute Behavior [ RunTime:0.001257s ]
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --END-- [ RunTime:0.001400s ]
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000849s ]
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000948s ]
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | SQL: SHOW COLUMNS FROM `bookclass` [ RunTime:0.008419s ]
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | SQL: SELECT * FROM `bookclass`  [ RunTime:0.003847s ]
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --START--
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Run LocationTemplate Behavior [ RunTime:0.001556s ]
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --END-- [ RunTime:0.001657s ]
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Run ParseTemplate Behavior [ RunTime:0.022604s ]
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022709s ]
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Run ContentReplace Behavior [ RunTime:0.000655s ]
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Run TokenBuild Behavior [ RunTime:0.000707s ]
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000450s ]
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowRuntime Behavior [ RunTime:0.000828s ]
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002888s ]
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --START--
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowPageTrace Behavior [ RunTime:0.003717s ]
[ 2012-03-25T10:28:38+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --END-- [ RunTime:0.003897s ]
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --START--
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Run CheckRoute Behavior [ RunTime:0.001237s ]
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --END-- [ RunTime:0.001379s ]
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000840s ]
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000952s ]
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.008936s ]
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.004090s ]
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --START--
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Run LocationTemplate Behavior [ RunTime:0.001543s ]
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --END-- [ RunTime:0.001640s ]
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Run ParseTemplate Behavior [ RunTime:0.023059s ]
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023170s ]
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Run ContentReplace Behavior [ RunTime:0.000659s ]
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Run TokenBuild Behavior [ RunTime:0.000690s ]
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000469s ]
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Run ShowRuntime Behavior [ RunTime:0.000719s ]
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002777s ]
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --START--
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Run ShowPageTrace Behavior [ RunTime:0.003453s ]
[ 2012-03-25T10:29:36+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --END-- [ RunTime:0.003560s ]
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --START--
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Run CheckRoute Behavior [ RunTime:0.001920s ]
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --END-- [ RunTime:0.002063s ]
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001479s ]
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001582s ]
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004604s ]
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.003615s ]
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --START--
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Run LocationTemplate Behavior [ RunTime:0.002256s ]
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --END-- [ RunTime:0.002355s ]
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Run ParseTemplate Behavior [ RunTime:0.026755s ]
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --END-- [ RunTime:0.026876s ]
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Run ContentReplace Behavior [ RunTime:0.001379s ]
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Run TokenBuild Behavior [ RunTime:0.001399s ]
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001178s ]
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Run ShowRuntime Behavior [ RunTime:0.001436s ]
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005675s ]
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --START--
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Run ShowPageTrace Behavior [ RunTime:0.004433s ]
[ 2012-03-25T10:31:27+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --END-- [ RunTime:0.004538s ]
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --START--
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Run CheckRoute Behavior [ RunTime:0.001251s ]
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --END-- [ RunTime:0.001393s ]
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000856s ]
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000956s ]
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004338s ]
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.004222s ]
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --START--
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Run LocationTemplate Behavior [ RunTime:0.000720s ]
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --END-- [ RunTime:0.000811s ]
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Run ParseTemplate Behavior [ RunTime:0.018194s ]
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018298s ]
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Run ContentReplace Behavior [ RunTime:0.000662s ]
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Run TokenBuild Behavior [ RunTime:0.000683s ]
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000457s ]
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Run ShowRuntime Behavior [ RunTime:0.000728s ]
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002798s ]
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --START--
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Run ShowPageTrace Behavior [ RunTime:0.003577s ]
[ 2012-03-25T10:31:29+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --END-- [ RunTime:0.003688s ]
[ 2012-03-25T10:32:42+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --START--
[ 2012-03-25T10:32:42+08:00 ] /www/read/Author/novel_List | INFO: Run CheckRoute Behavior [ RunTime:0.002458s ]
[ 2012-03-25T10:32:42+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --END-- [ RunTime:0.002606s ]
[ 2012-03-25T10:32:42+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T10:32:42+08:00 ] /www/read/Author/novel_List | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000856s ]
[ 2012-03-25T10:32:42+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000958s ]
[ 2012-03-25T10:32:42+08:00 ] /www/read/Author/novel_List | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004459s ]
[ 2012-03-25T10:32:42+08:00 ] /www/read/Author/novel_List | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.003454s ]
[ 2012-03-25T10:32:42+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --START--
[ 2012-03-25T10:32:42+08:00 ] /www/read/Author/novel_List | INFO: Run LocationTemplate Behavior [ RunTime:0.000867s ]
[ 2012-03-25T10:32:42+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --END-- [ RunTime:0.000960s ]
[ 2012-03-25T10:32:42+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T10:32:42+08:00 ] /www/read/Author/novel_List | INFO: Run ParseTemplate Behavior [ RunTime:0.017867s ]
[ 2012-03-25T10:32:42+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017973s ]
[ 2012-03-25T10:32:42+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T10:32:42+08:00 ] /www/read/Author/novel_List | INFO: Run ContentReplace Behavior [ RunTime:0.000651s ]
