[ 2012-03-26T17:08:58+08:00 ] /www/read/ebook/ | INFO: Tag[ route_check ] --START--
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Run LocationTemplate Behavior [ RunTime:0.000729s ]
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000817s ]
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Run ParseTemplate Behavior [ RunTime:0.016110s ]
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016217s ]
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Run ContentReplace Behavior [ RunTime:0.000674s ]
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Run TokenBuild Behavior [ RunTime:0.000650s ]
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000442s ]
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.000719s ]
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002730s ]
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000780s ]
[ 2012-03-26T21:01:13+08:00 ] /www/read/ebook/bookid/33/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000862s ]
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001900s ]
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002045s ]
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001577s ]
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001681s ]
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004213s ]
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '30' ) AND ( `contentNum` = '1' )  [ RunTime:0.004222s ]
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_template ] --START--
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run LocationTemplate Behavior [ RunTime:0.002488s ]
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002587s ]
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ParseTemplate Behavior [ RunTime:0.022130s ]
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022238s ]
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ContentReplace Behavior [ RunTime:0.001644s ]
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run TokenBuild Behavior [ RunTime:0.001565s ]
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001172s ]
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.001464s ]
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006238s ]
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.002174s ]
[ 2012-03-26T21:03:15+08:00 ] /www/read/ebook/bookid/30/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002280s ]
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Run CheckRoute Behavior [ RunTime:0.001238s ]
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001378s ]
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001024s ]
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001136s ]
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004596s ]
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '30' ) AND ( `contentNum` = '2' )  [ RunTime:0.004247s ]
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Tag[ view_template ] --START--
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Run LocationTemplate Behavior [ RunTime:0.001810s ]
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001909s ]
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Run ParseTemplate Behavior [ RunTime:0.018414s ]
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018521s ]
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Run ContentReplace Behavior [ RunTime:0.000849s ]
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Run TokenBuild Behavior [ RunTime:0.000743s ]
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000532s ]
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Run ShowRuntime Behavior [ RunTime:0.001026s ]
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003419s ]
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001858s ]
[ 2012-03-26T21:03:20+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001985s ]
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Tag[ route_check ] --START--
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Run CheckRoute Behavior [ RunTime:0.001329s ]
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001481s ]
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000916s ]
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001026s ]
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004297s ]
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | SQL: SELECT * FROM `bookcontents` WHERE booksId=33 and contentNum=1  [ RunTime:0.004863s ]
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Tag[ view_template ] --START--
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001906s ]
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002009s ]
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Run ParseTemplate Behavior [ RunTime:0.020625s ]
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020734s ]
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Run ContentReplace Behavior [ RunTime:0.000715s ]
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Run TokenBuild Behavior [ RunTime:0.000687s ]
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000464s ]
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000745s ]
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002866s ]
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Tag[ view_end ] --START--
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.002326s ]
[ 2012-03-26T21:04:52+08:00 ] /www/read/ebook/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002430s ]
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | ERR: (ThinkException) 非法操作bookid
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Run CheckRoute Behavior [ RunTime:0.002266s ]
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002414s ]
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001485s ]
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001586s ]
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | NOTIC: [8] Undefined index:  file ThinkException.class.php 第 72 行.
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | NOTIC: [8] Undefined index:  line ThinkException.class.php 第 73 行.
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | NOTIC: [2] file() [<a href='function.file'>function.file</a>]: Filename cannot be empty ThinkException.class.php 第 74 行.
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | NOTIC: [8] Undefined index:  file ThinkException.class.php 第 78 行.
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | NOTIC: [8] Undefined index:  line ThinkException.class.php 第 78 行.
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T21:05:48+08:00 ] /www/read/ebook/bookid/30/2 | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Run CheckRoute Behavior [ RunTime:0.001260s ]
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001406s ]
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000843s ]
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000941s ]
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.008317s ]
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '30' ) AND ( `contentNum` = '2' )  [ RunTime:0.004187s ]
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Tag[ view_template ] --START--
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Run LocationTemplate Behavior [ RunTime:0.002203s ]
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002302s ]
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Run ParseTemplate Behavior [ RunTime:0.024889s ]
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024996s ]
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Run ContentReplace Behavior [ RunTime:0.001544s ]
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Run TokenBuild Behavior [ RunTime:0.001497s ]
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001427s ]
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Run ShowRuntime Behavior [ RunTime:0.001516s ]
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006278s ]
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Run ShowPageTrace Behavior [ RunTime:0.002147s ]
[ 2012-03-26T21:05:52+08:00 ] /www/read/ebook/read/30/2 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002270s ]
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Run CheckRoute Behavior [ RunTime:0.001907s ]
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002053s ]
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001473s ]
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001576s ]
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004457s ]
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '30' ) AND ( `contentNum` = '3' )  [ RunTime:0.004397s ]
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Tag[ view_template ] --START--
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.002463s ]
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002562s ]
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.019443s ]
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019549s ]
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Run ContentReplace Behavior [ RunTime:0.001537s ]
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Run TokenBuild Behavior [ RunTime:0.001851s ]
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001156s ]
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.001468s ]
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006290s ]
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001724s ]
[ 2012-03-26T21:06:26+08:00 ] /www/read/ebook/read/30/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001850s ]
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Run CheckRoute Behavior [ RunTime:0.001272s ]
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001419s ]
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000845s ]
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000944s ]
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004563s ]
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '30' ) AND ( `contentNum` = '4' )  [ RunTime:0.003805s ]
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Tag[ view_template ] --START--
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Run LocationTemplate Behavior [ RunTime:0.000735s ]
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000824s ]
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Run ParseTemplate Behavior [ RunTime:0.015879s ]
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015986s ]
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Run ContentReplace Behavior [ RunTime:0.000787s ]
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Run TokenBuild Behavior [ RunTime:0.000712s ]
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000454s ]
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Run ShowRuntime Behavior [ RunTime:0.000745s ]
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002946s ]
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000962s ]
[ 2012-03-26T21:06:36+08:00 ] /www/read/ebook/read/30/4 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001103s ]
[ 2012-03-26T21:25:23+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T21:25:23+08:00 ] /www/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.135603s ]
[ 2012-03-26T21:25:23+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.149040s ]
[ 2012-03-26T21:25:23+08:00 ] /www/read/login | INFO: Tag[ route_check ] --START--
[ 2012-03-26T21:25:23+08:00 ] /www/read/login | INFO: Run CheckRoute Behavior [ RunTime:0.030663s ]
[ 2012-03-26T21:25:23+08:00 ] /www/read/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.030949s ]
[ 2012-03-26T21:25:23+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T21:25:23+08:00 ] /www/read/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001135s ]
[ 2012-03-26T21:25:23+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001267s ]
[ 2012-03-26T21:25:23+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-26T21:25:23+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-26T21:25:23+08:00 ] /www/read/login | INFO: Tag[ view_template ] --START--
[ 2012-03-26T21:25:23+08:00 ] /www/read/login | INFO: Run LocationTemplate Behavior [ RunTime:0.107827s ]
[ 2012-03-26T21:25:23+08:00 ] /www/read/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.108128s ]
[ 2012-03-26T21:25:23+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T21:25:24+08:00 ] /www/read/login | INFO: Run ParseTemplate Behavior [ RunTime:0.466218s ]
[ 2012-03-26T21:25:24+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.466472s ]
[ 2012-03-26T21:25:24+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T21:25:24+08:00 ] /www/read/login | INFO: Run ContentReplace Behavior [ RunTime:0.012718s ]
[ 2012-03-26T21:25:24+08:00 ] /www/read/login | INFO: Run TokenBuild Behavior [ RunTime:0.067292s ]
[ 2012-03-26T21:25:24+08:00 ] /www/read/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.051203s ]
[ 2012-03-26T21:25:24+08:00 ] /www/read/login | INFO: Run ShowRuntime Behavior [ RunTime:0.033544s ]
[ 2012-03-26T21:25:24+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.165437s ]
[ 2012-03-26T21:25:24+08:00 ] /www/read/login | INFO: Tag[ view_end ] --START--
[ 2012-03-26T21:25:24+08:00 ] /www/read/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.051585s ]
[ 2012-03-26T21:25:24+08:00 ] /www/read/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.051807s ]
[ 2012-03-26T21:25:41+08:00 ] /www/read/check | INFO: Tag[ route_check ] --START--
[ 2012-03-26T21:25:41+08:00 ] /www/read/check | INFO: Run CheckRoute Behavior [ RunTime:0.001221s ]
[ 2012-03-26T21:25:41+08:00 ] /www/read/check | INFO: Tag[ route_check ] --END-- [ RunTime:0.001362s ]
[ 2012-03-26T21:25:41+08:00 ] /www/read/check | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T21:25:41+08:00 ] /www/read/check | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000823s ]
[ 2012-03-26T21:25:41+08:00 ] /www/read/check | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000919s ]
[ 2012-03-26T21:25:42+08:00 ] /www/read/check | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.362396s ]
[ 2012-03-26T21:25:42+08:00 ] /www/read/check | SQL: SELECT * FROM `user` WHERE ( `userName` = 'user' ) AND ( `userPass` = 'user' ) AND ( `state` = 1 )  [ RunTime:0.062222s ]
[ 2012-03-26T21:25:42+08:00 ] /www/read/index | INFO: Tag[ route_check ] --START--
[ 2012-03-26T21:25:42+08:00 ] /www/read/index | INFO: Run CheckRoute Behavior [ RunTime:0.003073s ]
[ 2012-03-26T21:25:42+08:00 ] /www/read/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.003510s ]
